ingred_desc,ingred_code,simple_name,label
"Waterchestnuts, chinese, (matai), raw",11588,Commercial Mac and Cheese,0
"Sweeteners, tabletop, sucralose, SPLENDA packets",19868,Frozen Whole Sweet Green Peas (Flav R Pac),0
"Sweeteners, tabletop, saccharin (sodium saccharin)",43158,Canned low sodium pinto bean,0
"Cheese, provolone",1035,cream cheese,0
"Cheese, swiss",1040,cream cheese,0
"Spices, chili powder",2009,Cocoa powder,0
"Mustard, prepared, yellow",2046,Steamed Curely mustard greens,0
"Chicken, broilers or fryers, skin only, raw",5015,Chicken breast,0
"Beef, retail cuts, separable fat, cooked",13020,cooked oat bran,0
"Beverages, Lemonade fruit juice drink light, fortified with vitamin E and C",14174,Vegetable juice,0
"Vinegar, cider",2048,Garlic,0
"Oil, coconut",4047,coconut milk,0
"Shortening, vegetable, household, composite",4615,Vegetable chips,0
"Chicken, broilers or fryers, dark meat, drumstick, meat only, cooked, roasted",5073,Chicken breast,0
"Tamarinds, raw",9322,Orange jam (Bonne Maman),0
"Juice, apple and grape blend, with added ascorbic acid",9443,Apple juice,0
"Leavening agents, yeast, baker's, active dry",18375,chives,0
"Vanilla extract, imitation, no alcohol",2052,Vanilla cookies,0
"Beverages, lemonade-flavor drink, powder",14296,Cocoa powder,0
"Water, tap, municipal",14429,Steamed Red chard leaves and stalk (Cal-Organic),0
"Fish, salmon, pink, raw",15083,roasted almonds,0
Molasses,19304,Steamed Whole brussel sprouts,0
"Ginger root, raw",11216,Pixie tangerine,0
"Fish, haddock, raw",15033,plant based fish fillet,0
"Noodles, egg, dry, enriched",20109,Stir fry rice noodle,0
"Salad dressing, ranch dressing, regular",4639,Raisin bran cereal,0
"Radishes, raw",11429,Gatorade,0
"Fat, beef tallow",4001,Whole yellow nectarine,0
"Beverages, yellow green colored citrus soft drink with caffeine",14079,Whole yellow nectarine,0
"Beverages, carbonated, root beer",14157,"Peeled, steamed beetroot",0
"Cranberry juice, unsweetened",43382,Cranberry,0
"Cheese, parmesan, grated",1032,cream cheese,0
"Beverages, carbonated, low calorie, cola or pepper-type, with aspartame, without caffeine",14146,Steamed whole red bell pepper w/o seed,0
"Beverages, carbonated, low calorie, cola or pepper-type, with aspartame, contains caffeine",14416,Steamed whole red bell pepper w/o seed,0
"Milk, nonfat, fluid, without added vitamin A and vitamin D (fat free or skim)",1151,Whole milk,0
"Grape juice, canned or bottled, unsweetened, without added ascorbic acid",9135,Unsweetened pitted prunes,0
Vitamin D as ingredient,999328,Steamed Green beans,0
"Cheese, blue",1004,cream cheese,0
"Alcoholic beverage, wine, dessert, sweet",14057,Whole sweet cherry,0
"Rye flour, medium",20064,Soy flour,0
"Nopales, raw",11963,Kale,0
"Beverages, chocolate-flavor beverage mix for milk, powder, with added nutrients",14557,Lowfat chocolate milk,0
"Milk, buttermilk, fluid, whole",1230,Whole milk,0
"Avocados, raw, all commercial varieties",9037,Commercial Mac and Cheese,0
"Crustaceans, crab, alaska king, imitation, made from surimi",15138,Saltine Crackers,0
"Leavening agents, baking soda",18372,Navel orange,0
"Spices, nutmeg, ground",2025,ground pork,0
"Grapefruit juice, white, canned or bottled, unsweetened",9123,Deep red grapefruit,0
"Tangerine juice, raw",9221,Pixie tangerine,0
"Fish, pollock, raw",15066,plant based fish fillet,0
"Fish, catfish, channel, farmed, raw",15234,plant based fish fillet,0
"Fish, tilapia, raw",15261,plant based fish fillet,0
"Cereals ready-to-eat, POST, HONEY BUNCHES OF OATS, honey roasted",43570,Honey nut oat cereal,0
"Cheese sauce, prepared from recipe",1164,cream cheese,0
"Margarine,spread, 35-39% fat, tub",4128,Tahini spread (365 Whole Foods Market),0
"Margarine-like, vegetable oil spread, approximately 37% fat, unspecified oils, with salt, with added vitamin D",4690,Vegetable chips,0
"Chicken, broilers or fryers, giblets, cooked, simmered",5022,Chicken breast,0
"Apricot nectar, canned, with added ascorbic acid",9036,Dried apricots,0
"Boysenberries, frozen, unsweetened",9057,Frozen whole blueberry,0
"Lemons, raw, without peel",9150,"Peeled, steamed beetroot",0
"Passion-fruit juice, purple, raw",9232,Apple juice,0
"Pineapple juice, canned or bottled, unsweetened, without added ascorbic acid",9273,Unsweetened pitted prunes,0
"Mango nectar, canned",9436,Yellow mango,0
"Babyfood, juice, pear",43408,Apple juice,0
"Beverages, SLIMFAST, Meal replacement,  High Protein Shake, Ready-To-Drink, 3-2-1 plan",14044,Protein powder,0
"Fish, flatfish (flounder and sole species), raw",15028,plant based fish fillet,0
"Sweeteners, tabletop, aspartame, EQUAL, packets",19337,Steamed whole sweet potato,0
"Tomatoes, green, raw",11527,Whole Green house (large) tomato,0
"Beef, variety meats and by-products, tripe, raw",13341,Dried coconut strips,0
"Tomatillos, raw",11954,Yellow corn tortilla,0
"Hominy, canned, white",20030,White bread,0
"Seeds, sesame seeds, whole, dried",12023,Steamed whole red bell pepper w/o seed,0
"Lamb, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/4"" fat, choice, cooked",17002,cooked oat bran,0
"Soup, beef broth or bouillon canned, ready-to-serve",6008,Canned black beans (S&W),0
"Whipped topping, frozen, low fat",42135,Frozen Chopped Spinach (Green Giant),0
"Yogurt, plain, skim milk",1118,Yogurt,0
"Chicken, broilers or fryers, thigh, meat and skin, raw",5091,Chicken breast,0
"Tomato juice, canned, with salt added",11540,Muir's diced tomatoes,0
"Peppers, serrano, raw",11977,Steamed whole red bell pepper w/o seed,0
"Cheese, ricotta, part skim milk",1037,Cottage cheese,0
"Alcoholic beverage, malt beer, hard lemonade",14239,Steamed Red chard leaves and stalk (Cal-Organic),0
"Mollusks, clam, mixed species, canned, drained solids",15160,Canned black beans (S&W),0
"Beef, variety meats and by-products, liver, cooked, pan-fried",13327,Refried Beans,0
"Chicken, broilers or fryers, wing, meat and skin, cooked, roasted",5103,Chicken breast,0
"Beverages, tea, herb, other than chamomile, brewed",14381,Great Northern Beans,0
"Nuts, hazelnuts or filberts",12120,Hazelnut flour,0
"Leavening agents, yeast, baker's, compressed",18374,Chicken breast tender,0
"Chicken, broilers or fryers, drumstick, meat and skin, cooked, roasted",5069,Chicken breast,0
"Gravy, chicken, canned or bottled, ready-to-serve",6119,Chicken breast,0
"Salad dressing, italian dressing, fat-free",4636,Raisin bran cereal,0
"Gravy, beef, canned, ready-to-serve",6116,Navy beans,0
"Yogurt, frozen, flavors not chocolate, nonfat milk, with low-calorie sweetener",1235,Lowfat chocolate milk,0
"Spices, garlic powder",2020,Garlic,0
"Beverages, Coconut water, ready-to-drink, unsweetened",14090,Unsweetened pitted prunes,0
"Fish, cod, Pacific, raw (may have been previously frozen)",15019,Frozen Whole Sweet Green Peas (Flav R Pac),0
"Fish, sea bass, mixed species, raw",15091,plant based fish fillet,0
"Figs, dried, uncooked",9094,Dried apricots,0
"Waterchestnuts, chinese, canned, solids and liquids",11590,Pine nut,0
"Fish, perch, mixed species, raw",15060,Pecan,0
"Olives, ripe, canned (small-extra large)",9193,Whole Green house (large) tomato,0
"Beverages, carbonated, tonic water",14155,Onion,0
"Chicken, liver, all classes, raw",5027,Chicken breast,0
"Animal fat, bacon grease",4609,Animal shaped crackers,0
"Cheese, feta",1019,cream cheese,0
"Yogurt, frozen, flavors other than chocolate, lowfat",1298,Lowfat chocolate milk,0
"Persimmons, japanese, raw",9263,Orange jam (Bonne Maman),0
"Cheese, fresh, queso fresco",1228,cream cheese,0
"Fish, salmon, chinook, smoked",15077,roasted almonds,0
"Cabbage, savoy, raw",11114,Purple cabbage,0
"Soup, beef broth or bouillon, powder, dry",6075,Protein powder,0
"Lemon peel, raw",9156,"Peeled, steamed beetroot",0
"Cheese, ricotta, whole milk",1036,Cottage cheese,0
"Beverages, orange breakfast drink, ready-to-drink, with added nutrients",14436,Dried orange slices,0
"Oil, industrial, coconut, confection fat, typical basis for ice cream coatings",4659,Dried coconut strips,0
"Beverages, carbonated, low calorie, other than cola or pepper,  without caffeine",14143,Steamed whole red bell pepper w/o seed,0
"Beverages, Energy drink, RED BULL",14154,Red whole grain bulgur,0
"Spices, pepper, red or cayenne",2031,Steamed whole red bell pepper w/o seed,0
"Horseradish, prepared",2055,Steamed whole red bell pepper w/o seed,0
"Frozen yogurts, chocolate, nonfat milk, sweetened without sugar",42185,Lowfat chocolate milk,0
"Prune juice, canned",9294,Unsweetened pitted prunes,0
"Beverages, aloe vera juice drink, fortified with Vitamin C",14216,Vegetable juice,0
"Snacks, pork skins, plain",19041,snack bar (blueberry),0
"Margarine-like, vegetable oil spread, fat-free, tub",4631,Vegetable chips,0
"Spices, thyme, dried",2042,Dried orange slices,0
"Crustaceans, crayfish, mixed species, wild, cooked, moist heat",15146,Low Moisture part Skim Mozarella cheese,0
"Beverages, PEPSICO QUAKER, Gatorade G2, low calorie",14644,Gatorade,0
"Beverages, Cocoa mix, powder",14192,Cocoa powder,0
"Alcoholic beverage, liqueur, coffee with cream, 34 proof",14415,brewed coffee,0
"Fluid replacement, electrolyte solution (include PEDIALYTE)",43075,Frozen Golden Corn Kernels (Siganture Select),0
"Cheese, Mexican blend",1251,American Cheese,0
"Lamb, loin, separable lean only, trimmed to 1/4"" fat, choice, cooked, broiled",17027,cooked oat bran,0
"Lamb, loin, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, broiled",17024,cooked oat bran,0
"Spices, cumin seed",2014,Pumpkin seeds,0
"Spices, oregano, dried",2027,Dried orange slices,0
"Oil, industrial, canola, high oleic",4698,Granola,0
"Oil, industrial, soy, low linolenic",4699,Soy milk,0
"Oil, industrial, soy, ultra low linolenic",4700,Whole grain brown lentils,0
"Oil, industrial, soy, fully hydrogenated",4701,Soy milk,0
"Cream, whipped, cream topping, pressurized",1054,Frozen Chopped Spinach (Green Giant),0
"Snacks, beef jerky, chopped and formed",19002,Frozen Chopped Spinach (Green Giant),0
"Milk, buttermilk, fluid, cultured, reduced fat",42189,Buttermilk pancake/waffle flour,0
"Strawberry-flavor beverage mix, powder",14350,Whole strawberry,0
"Beverages, UNILEVER, SLIMFAST, meal replacement, regular, ready-to-drink,  3-2-1 Plan",14045,Vanilla bean ice cream,0
"Fish, ocean perch, Atlantic, raw",15057,plant based fish fillet,0
"Fish, whiting, mixed species, raw",15132,White bread,0
"Watercress, raw",11591,Seedless watermelon,0
Orange Pineapple Juice Blend,9452,Apple juice,0
"Veal, loin, separable lean and fat, raw",17104,Whole grain oat cereal,0
"Beverages, OVALTINE, chocolate malt powder",14315,Chocolate,0
"Margarine-like, vegetable oil spread, 20% fat, with salt",4633,Vegetable chips,0
"Milk, buttermilk, fluid, cultured, lowfat",1088,Lowfat chocolate milk,0
"Pimento, canned",11943,Canned low sodium pinto bean,0
"Beverages, orange-flavor drink, breakfast type, powder",14407,Dried orange slices,0
"Cheese, gruyere",1023,cream cheese,0
"Bamboo shoots, raw",11026,"Peeled, steamed beetroot",0
"Noodles, flat, crunchy, Chinese restaurant",20118,Chicken Noodle Soup,0
"Beverages, rice milk, unsweetened",14639,Unsweetened almond milk,0
"Turnips, raw",11564,Rainbow Morning O's Cereals,0
"Mollusks, clam, mixed species, raw",15157,Mixed vegetable burger patty,0
"Fish, salmon, chum, canned, drained solids with bone",15080,roasted almonds,0
"Tapioca, pearl, dry",20068,Whole grain pearl barley,0
"Turnip greens, cooked, boiled, drained, without salt",11569,Green onion,0
"Margarine-like, vegetable oil spread, fat free, liquid, with salt",4624,Vegetable juice,0
"Pigeonpeas, immature seeds, cooked, boiled, drained, without salt",11345,Steamed whole red bell pepper w/o seed,0
"Crustaceans, crab, blue, cooked, moist heat",15140,Wheat crackers (Nabisco),0
"Mollusks, squid, mixed species, raw",15175,Steamed yellow neck squash,0
"Cream, half and half, fat free",1199,half and half,0
"Egg substitute, liquid or frozen, fat free",1226,Frozen whole green beans,0
"Milk, buttermilk, dried",1094,Soy milk,0
"Spices, parsley, dried",2029,Parsley,0
"Oil, PAM cooking spray, original",4679,Original apple sauce (Tree top),0
"Pineapple juice, canned or bottled, unsweetened, with added ascorbic acid",9409,Apple juice,0
"Spices, cloves, ground",2011,ground pork,0
"Parmesan cheese topping, fat free",1185,cream cheese,0
"Chicken, broilers or fryers, thigh, meat and skin, cooked, roasted",5094,Chicken breast,0
"SCHIFF,TIGER'S MILK BAR",19000,Whole milk,0
"Guavas, common, raw",9139,Commercial Mac and Cheese,0
"Lamb, ground, raw",17224,ground pork,0
"Braunschweiger (a liver sausage), pork",7014,beyond sausage,0
"Turnip greens, canned, no salt added",43387,Steamed Green beans,0
"Cheese, swiss, low fat",43589,cream cheese,0
"Sauerkraut, canned, solids and liquids",11439,Soy sauce,0
"Margarine-like spread with yogurt, approximately 40% fat, tub, with salt",4627,Yogurt,0
"Veal, loin, separable lean only, cooked, roasted",17109,Roasted seaweed,0
"Fish, cod, Atlantic, dried and salted",15018,plant based fish fillet,0
Miso,16112,Soy milk,0
"Alcoholic beverage, rice (sake)",43479,Brown Rice Rice Cake,0
"Pepper, banana, raw",11976,Banana chips,0
"Veal, leg (top round), separable lean only, cooked, pan-fried, not breaded",17102,Refried Beans,0
"Cheese, brie",1006,cream cheese,0
"Chicken, broilers or fryers, dark meat, drumstick, meat and skin, cooked, braised",5676,Chicken breast,0
"Fish, snapper, mixed species, raw",15101,Steamed whole red bell pepper w/o seed,0
"Papaya nectar, canned",9229,Tai nung papaya,0
"Carbonated beverage, cream soda",14130,Sour cream,0
"Fish, cod, Atlantic, canned, solids and liquid",15017,plant based fish fillet,0
"Beverages, The COCA-COLA company, Minute Maid, Lemonade",14189,Coca cola,0
"Fish, croaker, Atlantic, raw",15020,plant based fish fillet,0
"Fish, shark, mixed species, raw",15095,Sharp Chedder Cheese,0
"Chicken, broilers or fryers, dark meat, thigh, meat and skin, cooked, braised",5677,Chicken breast,0
"Spices, poultry seasoning",2034,Onion,0
"Guava sauce, cooked",9143,Soy sauce,0
"Lemon juice from concentrate, canned or bottled",9153,Carrot juice,0
"Beverages, tea, green, brewed, decaffeinated",14260,brewed coffee,0
"Figs, raw",9089,plant based fish fillet,0
"Chicken, broilers or fryers, wing, meat and skin, cooked, stewed",5104,Chicken breast,0
"Turnip greens, frozen, cooked, boiled, drained, without salt",11575,Frozen whole green beans,0
"Beverage, instant breakfast powder, chocolate, not reconstituted",43205,Chocolate,0
"Pork, fresh, backfat, raw",10004,ground pork,0
"Beans, pink, mature seeds, raw",16040,Steamed Green beans,0
"Fish, cod, Atlantic, cooked, dry heat",15016,plant based fish fillet,0
"Mollusks, scallop, mixed species, raw",15172,Mixed vegetable burger patty,0
"Cheese, goat, semisoft type",1157,cream cheese,0
"Pear nectar, canned, without added ascorbic acid",9262,Whole yellow nectarine,0
"Alcoholic beverage, creme de menthe, 72 proof",14034,Wheat farina cereal/cream of wheat,0
"Beverages, carbonated, club soda",14121,Canned garbanzo beans,0
"Cheese, cottage, nonfat, uncreamed, dry, large or small curd",1014,Cottage cheese,0
"Cheese, cream, fat free",1186,cream cheese,0
"Fish, trout, rainbow, farmed, raw",15240,Rainbow Morning O's Cereals,0
"Millet, puffed",43483,plant based fish fillet,0
"Crustaceans, lobster, northern, cooked, moist heat",15148,Great Northern Beans,0
"REDUCED SODIUM: Ham, sliced, pre-packaged, deli meat (96%fat free, water added)",907028,Dried orange slices,0
"Beverages, carbonated, low calorie, other than cola or pepper, with aspartame, contains caffeine",14151,Steamed whole red bell pepper w/o seed,0
"Oil, flaxseed, cold pressed",42231,Golden flaxseed,0
"Frozen yogurts, chocolate",42186,Chocolate,0
"Radicchio, raw",11952,Muir's diced tomatoes,0
"Olives, pickled, canned or bottled, green",9195,Pickles,0
"Cranberries, raw",9078,Cranberry,0
"Pears, dried, sulfured, uncooked",9259,Dried apricots,0
"Spices, curry powder",2015,Cocoa powder,0
"Lamb, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/4"" fat, choice, cooked, roasted",17038,Steamed whole red bell pepper w/o seed,0
"Lamb, shoulder, whole (arm and blade), separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted",17042,Steamed whole red bell pepper w/o seed,0
"Fish, scup, raw",15090,plant based fish fillet,0
"Beverages, NESTLE, Boost plus, nutritional drink, ready-to-drink",14041,Dried coconut strips,0
"Beverages, ABBOTT, ENSURE, Nutritional Shake, Ready-to-Drink",14062,Dried coconut strips,0
"Chicken, broiler, rotisserie, BBQ, wing, meat and skin",5362,Chicken breast,0
"Leeks, (bulb and lower leaf-portion), raw",11246,Yellow corn tortilla,0
"Beans, pink, mature seeds, cooked, boiled, without salt",16041,cooked oat bran,0
"Cheese, muenster, low fat",42303,cream cheese,0
"Soybeans, mature cooked, boiled, without salt",16109,cooked oat bran,0
"Snacks, plantain chips, salted",25027,Plantain banana (steamed 10 in),0
"Turnips, frozen, cooked, boiled, drained, without salt",11567,Frozen whole green beans,0
"Beef, variety meats and by-products, tongue, cooked, simmered",13340,cooked oat bran,0
"Soybeans, mature seeds, roasted, salted",16110,Roasted seaweed,0
"Game meat, deer, loin, separable lean only, 1"" steak, cooked, broiled",17345,Steamed Green beans,0
"Salad dressing, thousand island dressing, fat-free",4635,Whole Green house (large) tomato,0
"Game meat, deer, shoulder clod, separable lean only, cooked, braised",17346,cooked oat bran,0
"Noodles, chinese, chow mein",20113,Chicken Noodle Soup,0
"Cheese, muenster",1030,cream cheese,0
"Mollusks, clam, mixed species, canned, liquid",15162,Pecan,0
"Oil, industrial, soy (partially hydrogenated), multiuse for non-dairy butter flavor",4651,Multi grain cereal,0
"Mollusks, mussel, blue, raw",15164,Steamed Whole brussel sprouts,0
"Chicken, gizzard, all classes, cooked, simmered",5024,Chicken breast,0
"Milk, dry, nonfat, regular, without added vitamin A and vitamin D",1091,Whole milk,0
"Fish, cod, Pacific, cooked, dry heat (may contain additives to retain moisture)",15192,Cream of Mushroom Soup (Pacific Foods),0
"Fish, salmon, pink, canned, total can contents",15084,Canned low sodium pinto bean,0
Ham salad spread,7031,Nutella spread,0
"Malt beverage, includes non-alcoholic beer",14305,Whole grain oat cereal,0
"Game meat, deer, ground, raw",17343,ground pork,0
"Chicken, broilers or fryers, back, meat and skin, cooked, roasted",5051,Chicken breast,0
"Nopales, cooked, without salt",11964,cooked oat bran,0
"Margarine, regular, 80% fat, composite, stick, without salt",4617,Whole Green house (large) tomato,0
"Margarine, regular, 80% fat, composite, stick, without salt, with added vitamin D",4696,Whole Green house (large) tomato,0
"Peaches, dried, sulfured, uncooked",9246,Dried coconut chips,0
"Margarine-like, margarine-butter blend, soybean oil and butter",4585,Peanut butter crackers,0
"Mung beans, mature seeds, cooked, boiled, without salt",16081,cooked oat bran,0
"Fish, swordfish, raw",15110,plant based fish fillet,0
"Leavening agents, baking powder, double-acting, straight phosphate",18370,Rainbow Morning O's Cereals,0
"Beverages, Propel Zero, fruit-flavored, non-carbonated",14462,Frozen Whole Sweet Green Peas (Flav R Pac),0
"Beverages, tea, herb, brewed, chamomile",14545,brewed coffee,0
"Crustaceans, crab, blue, canned",15141,Canned black beans (S&W),0
"Chicken, feet, boiled",5335,Chicken breast,0
"Frozen yogurts, flavors other than chocolate",42187,Chocolate,0
"Veal, sirloin, separable lean and fat, cooked, roasted",17136,Roasted seaweed,0
"Shortening industrial, soybean (hydrogenated) and cottonseed",4554,Steamed Green beans,0
"Oil, industrial, soy (partially hydrogenated)  and cottonseed, principal use as a tortilla shortening",4654,Tortilla chips,0
"Sweeteners, tabletop, fructose, dry, powder",43216,Steamed whole sweet potato,0
"Rhubarb, raw",9307,Canned garbanzo beans,0
"Bamboo shoots, canned, drained solids",11028,Canned black beans (S&W),0
"Cheese, mexican, queso chihuahua",1167,American Cheese,0
"Chayote, fruit, cooked, boiled, drained, without salt",11150,Deep red grapefruit,0
"Guava nectar, with sucralose, canned",9519,Whole yellow nectarine,0
"Milk, dry, nonfat, regular, with added vitamin A and vitamin D",1154,Soy milk,0
"Baking chocolate, unsweetened, squares",19078,Chocolate,0
"Cheese, mexican, queso anejo",1165,American Cheese,0
"Onions, dehydrated flakes",11284,Onion,0
"Chicken, liver, all classes, cooked, simmered",5028,Chicken breast,0
"Chicken, cornish game hens, meat and skin, cooked, roasted",5308,Chicken breast,0
"Game meat, goat, cooked, roasted",17169,cooked oat bran,0
"Mollusks, oyster, eastern, wild, raw",15167,Wild blend rice,0
"Chicken, broiler, rotisserie, BBQ, thigh, meat and skin",5361,Low sodium chicken broth,0
"Milk, dry, whole, with added vitamin D",1090,Whole milk,0
"Spices, pumpkin pie spice",2035,Pumpkin seeds,0
"Fish, salmon, sockeye, canned, drained solids",15087,roasted almonds,0
"Beverages, ABBOTT, ENSURE PLUS, ready-to-drink",43528,Purple cabbage,0
"Egg, whole, dried",1133,Whole brown egg,0
"Grapefruit juice, white, frozen concentrate, unsweetened, undiluted",9125,Deep red grapefruit,0
"Margarine-like vegetable-oil spread, stick/tub/bottle, 60% fat, with added vitamin D",4695,Vegetable juice,0
"Sour cream, fat free",1180,Sour cream,0
"Cereals ready-to-eat, wheat germ, toasted, plain",8084,Wheat bran cereal,0
"Oil, almond",4529,roasted almonds,0
"Fish, mackerel, Atlantic, raw",15046,plant based fish fillet,0
"Fish, mackerel, Pacific and jack, mixed species, raw",15050,Cream of Mushroom Soup (Pacific Foods),0
"Milk, goat, fluid, with added vitamin D",1106,Whole milk,0
"Spices, celery seed",2007,Steamed Celery stalk,0
"Duck, domesticated, meat and skin, cooked, roasted",5140,Roasted seaweed,0
"Chicken, broilers or fryers, neck, meat and skin, cooked simmered",5087,Chicken breast,0
"Cheese, gouda",1022,cream cheese,0
"Crustaceans, crayfish, mixed species, wild, raw",15145,Wild blend rice,0
"Lamb, foreshank, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, braised",17008,cooked oat bran,0
"Milk, dry, nonfat, instant, with added vitamin A and vitamin D",1092,Soy milk,0
"Crustaceans, lobster, northern, raw",15147,Great Northern Beans,0
"Lamb, leg, whole (shank and sirloin), separable lean and fat, trimmed to 1/4"" fat, choice, cooked, roasted",17012,Steamed whole red bell pepper w/o seed,0
"Lamb, leg, whole (shank and sirloin), separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted",17014,Steamed whole red bell pepper w/o seed,0
"Cheese, romano",1038,cream cheese,0
"Oil, industrial, soy ( partially hydrogenated), all purpose",4652,All purpose flour,0
"Leavening agents, cream of tartar",18373,Wheat farina cereal/cream of wheat,0
"Taro, cooked, without salt",11519,cooked oat bran,0
"Yam, cooked, boiled, drained, or baked, without salt",11602,cooked oat bran,0
"Rutabagas, raw",11435,Table sugar,0
"Celeriac, raw",11141,Steamed Celery stalk,0
"Fish, pompano, florida, raw",15068,plant based fish fillet,0
"Candies, confectioner's coating, yogurt",19079,Yogurt,0
"Margarine-like, vegetable oil spread, 60% fat, stick/tub/bottle, with salt",4614,Vegetable juice,0
"Chicken, broilers or fryers, separable fat, raw",5047,Chicken breast,0
"Babyfood, teething biscuits",3216,Wheat crackers (Nabisco),0
"Fish, sardine, Atlantic, canned in oil, drained solids with bone",15088,Canned low sodium pinto bean,0
"Nuts, coconut cream, canned, sweetened",12116,coconut milk,0
"Seeds, sesame seed kernels, dried (decorticated)",12201,Frozen Golden Corn Kernels (Siganture Select),0
"Cheese, cottage, lowfat, 1% milkfat",1016,Cottage cheese,0
"Alcoholic beverage, liqueur, coffee, 53 proof",14414,brewed coffee,0
"Peach nectar, canned, with sucralose, without added ascorbic acid",9251,Whole yellow nectarine,0
"Turnips, cooked, boiled, drained, without salt",11565,cooked oat bran,0
"Chicken, broilers or fryers, dark meat, meat only, cooked, roasted",5045,Chicken breast,0
"Nuts, chestnuts, european, roasted",12167,Peanuts,0
"Sauce, horseradish",27066,Soy sauce,0
"Fish, herring, Atlantic, raw",15039,plant based fish fillet,0
"Cheese, monterey, low fat",42155,cream cheese,0
"Spices, caraway seed",2005,Carrot juice,0
"Game meat, bison, separable lean only, cooked, roasted",17157,Steamed Green beans,0
"Frog legs, raw",80200,Frozen whole green beans,0
"Beverages, coffee substitute, cereal grain beverage, prepared with water",14237,Whole grain oat cereal,0
"Fish, mackerel, jack, canned, drained solids",15048,Canned black beans (S&W),0
"Alcoholic beverage, wine, light",43155,Whole grain oat cereal,0
"Sweetener, herbal extract powder from Stevia leaf",19918,Frozen Whole Sweet Green Peas (Flav R Pac),0
"Turtle, green, raw",93600,Whole Bartlett pear w/o seed,0
"Lamb, ground, cooked, broiled",17225,ground pork,0
"Game meat, deer, ground, cooked, pan-broiled",17344,ground pork,0
"Grape leaves, raw",11974,Red seedless grape,0
"Dandelion greens, cooked, boiled, drained, without salt",11208,Green onion,0
"Milk, dry, whole, without added vitamin D",1212,Whole milk,0
"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11025,Unsalted butter,0
"Fish, mullet, striped, raw",15055,plant based fish fillet,0
"Capers, canned",2054,Canned black beans (S&W),0
"Margarine, regular, 80% fat, composite, tub, with salt",4611,Whole Green house (large) tomato,0
"Margarine, regular, 80% fat, composite, tub, with salt, with added vitamin D",4692,Steamed Red chard leaves and stalk (Cal-Organic),0
"Veal, sirloin, separable lean and fat, raw",17134,Raisin bran cereal,0
"Pork, fresh, variety meats and by-products, stomach, raw",10119,Hunt's Tomato paste,0
"Candies, soft fruit and nut squares",19866,Steamed butternut squash,0
"Fish, herring, Atlantic, pickled",15041,Pickles,0
"Pate, chicken liver, canned",7053,Chicken breast,0
"Chicken, broiler, rotisserie, BBQ, breast, meat and skin",5358,Chicken breast,0
"Beef, variety meats and by-products, liver, cooked, braised",13326,cooked oat bran,0
"Blackberry juice, canned",9043,Whole blackberry,0
"Rutabagas, cooked, boiled, drained, without salt",11436,cooked oat bran,0
"Alcoholic beverage, distilled, rum, 80 proof",14050,Whole wheat tortilla,0
"Fish, carp, raw",15008,Sharp Chedder Cheese,0
"Taro, raw",11518,Corn Starch,0
"Oil, soybean, salad or cooking, (partially hydrogenated) and cottonseed",4543,Whole Bartlett pear w/o seed,0
"Fish, roe, mixed species, raw",15072,Mixed vegetable burger patty,0
"Gravy, turkey, canned, ready-to-serve",6125,ground turkey,0
"Mollusks, oyster, eastern, canned",15170,Steamed butternut squash,0
"Cheese, parmesan, hard",1033,Sharp Chedder Cheese,0
"Oil, soybean, salad or cooking, (partially hydrogenated)",4034,Canned Artichoke hearts,0
"Babyfood, fruit, apple and raspberry, strained",3152,Whole raspberry,0
"Babyfood, fruit, apple and raspberry, strained",3152,Whole raspberry,0
"Beverages, coffee, instant, mocha, sweetened",14224,brewed coffee,0
"Whipped cream substitute, dietetic, made from powdered mix",43268,Steamed whole red bell pepper w/o seed,0
"Lamb, cubed for stew or kabob (leg and shoulder), separable lean only, trimmed to 1/4"" fat, cooked, braised",17060,cooked oat bran,0
"Beverage, instant breakfast powder, chocolate, sugar-free, not reconstituted",43260,Chocolate,0
"Alcoholic beverage, wine, table, white",14106,White bread,0
"Water, bottled, generic",14555,Whole Bartlett pear w/o seed,0
"Escarole, cooked, boiled, drained, no salt added",11214,Rolled oats,0
"Waxgourd, (chinese preserving melon), cooked, boiled, drained, without salt",11594,Seedless watermelon,0
"Pork, fresh, separable fat, cooked",10007,cooked oat bran,0
"Water, non-carbonated, bottles, natural fruit flavors, sweetened with low calorie sweetener",14604,Unsweetened pitted prunes,0
"Beet greens, cooked, boiled, drained, without salt",11087,Steamed Green beans,0
"Currants, zante, dried",9085,Dried orange slices,0
"Grapefruit juice, white, raw",9128,Deep red grapefruit,0
"Game meat, rabbit, domesticated, composite of cuts, cooked, stewed",17179,Steamed whole sweet potato,0
"Cream substitute, flavored, liquid",1205,Sour cream,0
"Beverages, CYTOSPORT, Muscle Milk, ready-to-drink",14036,Soy milk,0
"Duck, domesticated, meat only, cooked, roasted",5142,Roasted seaweed,0
"Broadbeans (fava beans), mature seeds, cooked, boiled, without salt",16053,Bean Sprouts,0
